Screen Name;Full Name
@tgshepherdvan;Mockingbird Says Black Lives Matter
@indimontgomery;Indi Montgomery
@Thoughtfulsquas;Cathy McInnis
@shrinkbill;Shrink Bill
@UNMC_DrKhan;Dr. Ali Khan
@GrumpyOldDoc;Donal
@WhiteTrashGal;Dottie, The Savage Democrat
@RichardRr77s;richard spiller
@henry_hwang;henry, hwang
@Shoq;Shoq
@ron_fournier;Ron Fournier
@DannyjClayton;Danny Clayton
@SturinoAngelo;angelo sturino
@WhiteLlamaPooP;WhiteLlamaPooP
@raja46616430;raja
@BruceJEmswiler;Bruce J. Emswiler
@SolidarityWeb31;Ted Cohen
@bilbospizza;Bill Dye
@GG_Cuse;Gi Gi
@Lady_Nyla;Naila Aziz Ahmed
@GlobalEdD2020;GlobalCitizenDrFAME
@Jelly_Canuck;Peter Hoefgen
@mycheesemonster;Jenny Durkan is a Cop
@a7_FIN_SWE;adam seven 🇫🇮 🇪🇺
@randomscreename;E.M.
@bplace01;Barbara Place
@Riverlandish;Andrew Adamovich
@bridgettyh;Bridgette 🌊 #JoeHasMyVote 🌊 Trump has got to go
@liltzbaby;Wayne.
@opinionificate;Observationalism ⭐️
@TIm94440327;Tim Schneider
@trudythechimp;Alice Adderley
@SheliaJ42679884;Shelia Jones
@FISMNews;FISM News
@Ninwarrior;R. Pola
@HenrikTke;Henrik Gøtke
@ThisWeekABC;This Week
@ABCPolitics;ABC News Politics
@avoiceforchoice;A Voice For Choice Advocacy
@trump_start;TrumpSupporterFromTheStart
@IqraSharjeel;Iqra Sharjeel
@TimBledsoe;Tim
@LathamSm7;LathamSm7
@petseye;jim reynolds
@JMalinowskiR;Jan Malinowski
@TVAFRINET;Television Africa Network
@LoNoonan12;Lo
@OOCawdor;Out Of Context CawdorSnows Bot
@GottaWakeUpPlz;Make our World Great Again
@resisteveryone;karim
@Bwonk_Bwonk;🆘 Windmill Cancer Survivor🇺🇸🇨🇦🌏
@VaughnArmstrong;Vaughn Armstrong
@TendenciaCol;Tendencias Colombia 🔥
@luistorofernan1;Luis Toro
@JamesHockaday_;James Hockaday
@GetYoDrinkOn;...
@BrandonPolitica;Brandon Politica🌊
@OrchidMyst_;🌷💛🌷Barbara Collins🌷💛🌷
@2for_99;Lord Commander
@proteanways;Bob Thompson
@DuranteGM617;Independent Thinker
@nationdivided;Dwayne Moore
@Javier7Carrera;Javier Carrera
@muertointerior;Anurag
@mehendrick9;Nice Guy Mick
@Daily_Express;Daily Express
@StovallJp;JP Stovall
@Akdjnr1;G-Unit
@cfeverhart;Craig Everhart
@Anthony57066840;Anthony Richardson
@ChanceCampaign;CHANCE TRAHAN FOR PRESIDENT 2020 (SHERIFF)
@thethumbprint;Laura Reilly
@EvelynNFarkas;Evelyn Farkas
@stratmandave;Dave Corbin
@WinkWestwood;Why?
@BobLefridge;Bob LeFridge
@jimothybringus;James 🌶. Benson
@MARTINDIXIE;(((DIXIE MARTIN)))
@StuartSyvret;Stuart Syvret
@BudWitzke;Bud Witzke #CoronaVirusFatigue #TrudeauResign
@kevinmahoney95;Kevin (We Need a New New Deal)
@ykhalim;James L. Robinson
@zazzybritches;GATOR GIRL
@Terri168;Terri
@BCBudsGaming;BCBudsGaming
@PeterKlages;Peter Klages
@JamesrossrJames;James Climate Crisis
@Chadolivia;nolivia
@haysjr9;J.Hays #BlackLivesMatter
@dumpbloatus;🏳️‍🌈Justice4DionJohnson‼
@hyrarchyJames;Hierarchy
@AustChannel;Australia Channel
@DeidreEversull;Deidre Eversull
@TheSunUS;The US Sun
@EqualPrtxn4All;ProudMama
@girolamo5151;jake4u48
@hagidekhgargi;buttworms4lyf
@Caps412;Caps412
@KISS_myMorgs;Morgarita
@HaDoJaNaNKiRa;Sheikh HaDak YaR Khan
@NealGoodman8;Benji
@Galenes;Giuseppe Di Caprio
@DAlumbaugh;David Alumbaugh
@XOR_0xFF;seija
@BillnYou;AmericanPeopleVsTrump ® #Resist
@jesusfalcis;Jesus Falcis ☀️🐰🌈
@DarshanaN;Dr Darshana Nadkarni
@dudeitskeith;KEEEEEITH GODDAMNIT!
@AnnaMills1953;Anna Mills
@Diesel81144690;Diesel
@indepthinkerSC;Enough is Enough
@mikkicool;Mikael Haug
@izzyydaviess;izzy
@Dwyerrr123;Young Dwyer #BLACKLIFEISPOWER #BLACKLIVESMATTER
@21stCscribe;MarcNash
@HosamNews;أخبار العالم
@FreeMe93;M
@Ginger_Ass;Francesco Emmanuel Garcia De La Fuentes
@71djt;Jake Turk
@expobear1;expobear
@JPatrickian;John 🇺🇸
@okkidasolinda;Okki das Olindas
@spauley311;Miz Represented
@OSJKelly;James Kelly
@c_midgley;Chris Midgley
@MiguelDDL;Miguel DD林
@TrentCapelli;Trent Capelli 🇨🇦
@TheHugoMorales;Lakeshow hype man
@RealPresidentT;Real Donald J. Trump, Personal Commentary
@AnneMarieFlynn2;Anne Marie Flynn (@🏠)
@IslandTVNetwork;Island TV
@manbumheadempty;кустан
@RobertJohanse10;Robert Johansen
@kellumdander;Kellum Dander
@ilagosian;David Raine
@nasdrovhyeh;John Pahl
@SirenBombshell1;@SirenBombshell
@fusepetal;Lesley Heilesen
@RhoBeta1;RhoBeta 🌾🌊💧🌾🌊
@SantaInc;Santa Claus, CEO
@MimiMadeira1;Mimi Madeira
@aquamarynn;Champagne Candy ♥️
@ReneeAsher;Renee Asher Suburban Housewife against Trump
@Akriloth2160;🏳️‍🌈 Jagd Doga Grips 🏳️‍🌈
@djtr3s;tres
@J_Hampson;Jacqueline Hampson
@PB_Sun_Tan;Peanutz 🥜🌏🌊🗽🍑🇺🇸🇵🇷
@Chris_deLambert;Chris deLambert
@ivebeenfarting1;Captain Crunk 🍾🍾🍾
@aux_frontieres;Aux Frontières
@TrickOrTreakle;❄️📎Elle📎❄️
@amintheother;hakeem bellamy
@Locoslugg;gbagSGT loco slugg BLM
@exposethehype;Mike Schaub
@BornInTheUSA56;Perhaps a Little too sarcastic for most
@NBCNightlyNews;NBC Nightly News with Lester Holt
@maiwahba66;Mai
@sakissnie;𝐣𝐨𝐬𝐬
@CroonMixer;Gil
@Ericwsommervil1;Ericwsommerville77
@Steinerspencer;jorge centeno
@TrumpsOneNDone;TrumpsOneAndDone
@DeirdreJones54;Deirdre Jones
@Quester64;BlueBear
@GillowayScott;Scott Gilloway
@rl93930;HayBaler69
@Idemudum_reborn;IdemUdum_2.0
@PhilaMcDuck;Phila Dlamini
@LaVeldaV1;IamBlackwater
@Myeyesroll;Julio Gonzales
@CatholcGayHermi;Catholic Gay Hermit
@nikko235;Mary Martin
@andrea_kuchar;Andrea kuchar
@bigzinky;big zinky
@LeighKirkland9;Leigh Kirkland
@lscott57;leslie scott
@TronaldDumpBot;Tronald Dump
@speakout_april;April
@jmcolonell;josemiguel
@Bv23451353;Bv
@mansermatt;Matt Manser
@truthdiviner;truth diviner😷
@CharlesSundog;Charles sundog Jackson
@bjarnekim;Bjarne Kim Pedersen
@macksalt1;macksalt
@araviapa;WillieJeff
@LauraPerkinsCox;Laura Perky Cox
@1unknowncritic;That One Jerk
@wybme;Kaylene Chieko Hironaka
@VogueRunway;Vogue Runway
@miftokyo;mif_japan
@JohnAnthonyCru1;John Anthony
@NRLGann;ABCD@optusnet
@Baligubadle1;Baligubadle
@tabriggs8;ta briggs
@LulaLovesEli;LulaLovesEli
@jostephan;JoStephan
@Skiridr;#VOTEOUT THE MUAFFUKA‼️
@LosAngelesCRG;Chris Greenwell
@TabithaOXO;I am your Suburban Lifestyle Dream.
@MadamPrez328;Tyronna Koppel
@Maeve60980049;Maeve
@giordano_lives;Giordano Bruno Jr. 🤡🌎💔
@Feed556;Feed 🆘 ✍️ #REMOVE the RACIST Donald
@tanker_yankee;YankeeTanker
@EthNick_;Milan
@AndaliaLoneGray;#RASTARLONE1
@memeboi69_;Manas 💙
@Freelif67553943;🌊🌊Freelife🌊🌊
@sean_spicier;Sean Spicier
@dosuserx;BLM - Duke Thompson Gave Me A New Brain
@CdeBur_Europe;Car deB 🇪🇺 😷
@KingjadVCMP;Kingjad 🏴󠁧󠁢󠁳󠁣󠁴󠁿
@drspl5;Steven Lindenberg
@ferber_michele;MAB
@LengoStarr;Lengo Starr
@davesprom;DaveSprom wears a mask for a living
@aripinkmiIa;anye
@ATHEIST_ATEO;Atheist-Ateo
@JerryDonabedian;JerryDonabedian
@me060943;Ari Leone
@RuthMott5;Ruth Mott is #RidenWithBiden
@HulubanS;Sebastian Huluban
@wimyan;i'm ryan williams 🌧
@carlosalazraqui;Carlos Alazraqui
@freddoso;David Freddoso
@ahmedragheb591;ahmed ragheb
@crbobba;CHOUDARY R. BOBBA
@purelyfast;Mega Meetei
@replicantPOTUS;dlanoD .J pmurT
@jwmc;John McCaffery
@GayGuyKyle;Kyle
@itmustend_;🇺🇸 Patriots are anti-fascists 🏴‍☠️
@djmincey11;Lady Farmer 👒😷
@Loyalty381;Daniel J. Vitko
@LukeBrandonUK;LukeB 🇬🇧
@Tharris29;*Tamila*
@Phing7464;Phing
@kitten6831;Paula Sell
@GrumpybaldProf;Paul Fowler
@RousseauRick;Rick Rousseau
@azizianaita1;Azizi Anaita
@DotUrada;Dorothy Urada
@LogicLender;God Bless Texas - Let Slip the Dogs of War!
@GeoffyPJohnston;Geoffrey P. Johnston😎🇨🇦
@Lukewearechange;Luke Rudkowski
@benjaminpena_;benja
@christinalobert;chrischris
@timothy_bragg;Tim Bragg
@Okavangomick;Michael Dean
@SeventhSon6;power to the people
@jagzia;kerrie murphy
@DebraAn26510841;DebraAnn
@ledansemacabre;Danse Macabre ~ An Online Literary Magazine
@BillyCrystaI;Senadin
@BuzzBroz;Ken Sheetz
@taradactyl33;teabeanie
@TheScotsman;The Scotsman
@jessecrall;Jesse Crall🕊
@pjcadams;Pamela Adams
@Samtan90499757;Samtan
@cotonogues;Rodrigo Nogues
@Ricky13823651;Rick
@VoiceOfBilawal;Zafar Shah 'Rizvi Sayed'
@eurotheantigod;Jeijay
@ted_steinberg;ted stienburg
@DiegoGarcia07;Duro al thai
@RiseKuwabara;Rise Kuwabara
@evaliakrispita;eva
@turiah6;turiah
@aimlessjonah;Jonah Gibson
@ijoyri;﹫hyofck
@rizzviz;Rizwan ALAM
@AndrKolesnikov;Andrei Kolesnikov
@Angelo8801;AngeloMarquinaGarcia
@SchofieldSr;daniel schofield sr.
@BythePEOP;bythePEOPLEofThePEOPLEforthePEOPLE
@emparhistoria;Empar Revert 📣
@yafavlajuvie;Jayda
@TheLoveDre;Andrew Mwanguhya 🇺🇬
@TsarizmCulture;Tsarizm Culture
@TheSun;The Sun
@AuthorKimberley;Kimberley Johnson
@LUDIRTY3;@ LUDIRTY
@JenTromans;Jennifer Tromans
@swanny31176;Ron Swanson’s Mustache
@Susweca2;Susweca
@thevoodoocow;#864511320
@MikeTheWolfBoyo;💙Michael the Wolf Boyo💙
@ZoltanneUSA;Zoltanne
@stk_invst;stk_invst
@TheMutaD;DBwambale
@larriandJ;J. Larriand🌎😷🆘️🌊
@Pagecamper1;James Page
@alexdiacre;Alex Diacre
@gersariel1;gersariel
@pyrotarkus;john hanson
@H2OEcologist;Aquatic Ecologist
@lgwtoday;michael j wright
@sylmobile;sylmobile
@Bolton76885887;Bolton
@Madhuka83630118;Madhukar
@Doge11400;+doge tec CEO of it's him
@CTPatriot2006;Patriotic Bernie Brother
@KStylePodcast;Quarantined Kyle Style Podcast
@blbascomb;Brian Bascomb
@helloavi_;Lavi🌩
@MsBrainFever;Julia Lovett
@JanuszKowalsk11;Platforma Jest Kobietą ??? #DUDA2020
@Dawn13453639;Dawn
@KeterSteves;Keter Steve
@BMR360;Brandon
@chzandcrackers;Sara
@CoryerLananh;Lananh Coryer
@ArnoJaeger;Is It election time yet?
@shmoonie24;(((Arlene E Reber))) Black Lives Matter
@VinceHanrahan;Vinman
@jkjebin1;jk jebin
@flightygirl1;shannon1196
@Sayanta26254139;Sayantan Biswas
@spacemonkkey;🤦🏻‍♂️
@HotDesertGirl;DesertGirl
@capitalismwitch;don’t emo-splain me kid, B. Ed.
@ReggieRight2;ReggieRight
@laurasessions10;Laura Sessions
@imPulkit_me;Pulkit Kumar
@DianaCornald;Diana Cornald
@Blondel110;Blondel1
@newzupdate247;NEWSUPDATE247
@switchbhamnews;Switch Radio News
@whairat;Wali Hairat
@Nazgucl;Nox Spectrum
@I_M_BASH;Bashir😷
@Trujillo699;Trujillo69
@GaleTStrong;Gale Turner Strong
@playboyhakan_;playboyhakan_
@TransPersia;Persianboy
@pamcurtis4210;Pamela Curtis
@Fuzzythefair;Fuzz
@RMSThornton;R. M. S. Thornton
@YellowRose250;YellowRoseTexas🌊🌊🌊
@stayintouchDB;stayintouchDB
@JamarneM;Jay_McGill94 ⚖🌎🇺🇸🎓🎮📚♈
@BBeshoar;Barron Beshoar
@pasrealiste;mumbi
@Atchue4AZDems;Ralph Atchue
@Chunterking;Cking
@goofybk;GoofyBK
@TraderMoore;James Moore
@Brad_wfb;William Bradley
@Yourwinner3;Yourwinner
@gamestacy;Gamestacy
@atheonews;atheonews
@jmreycroft;Jules
@ThisThornyRose;Angelica
@getchyilma;Getachew Yilma Debela
@maybeawriter;maybeawriter
@JowagSolutions;Jowag Solutions
@willhclark;will
@Harley2280;HM Davidson
@ldog562;Ldog
@unboringlearn;nick thornton
@mmitra50;M. Das
@Georg_Heil;Georg Heil
@OZloop;Steve Davies
@bgerros;Bill Gerros
@kasstanb;Ben Kasstan
@ge_lizzy;Chiara
@b747_driver;Conrad David
@Cling2Reality;Cling 2 Reality
@foggydewjo;JoAnne Gierman
@DhiyanaT;Dhiyana Thohir
@AsmitaSengupta5;Asmita Sengupta
@anotherdrink2;MAD DUCK POTUS
@KAGSnews;KAGS News
@CharlesCharl4;Charles Charl
@MaheshC35014516;Mahesh Chavda
@NoALaPlandemia;Jeremy Buzolic🌀
@MadjidAlgerie;Madjid DZ Anonymous Algérie
@91Chennai;- Ram 🇮🇳
@Nesseldude;Robert Nesselroth
@Karrasamelia5;Karrasamelia
@PimpState;Pimp State
@DJBoogiesid;DJ Boogie Sid
@BostonJerry;Captain ACAB
@mollyrcampbell;Molly Campbell Sci Journalist
@PranaysGhost;Pranay
@brettfosterwhi1;brett foster white
@pittgriffin;Pitt Griffin
@falconeye01;CAMARA TAHIR AHMAD Mamady
@yeatesgreats;#VoteOutTheTrumpCrimeFamily
@HarshYaaar;Harsh Srivastava👑
@TheLastLinda;The Last Linda
@sullof;Francesco Sullo
@susansaga1;⭐️Maga🇺🇸Saga⭐️2020🇺🇸
@Bwuh;andrew_pi
@AtharvaSawantt;Atharva Sawant
@GShelia1951;GrandmaShelia1951🇮🇪🌋 😷CONGRESS (202) 224-3121
@Gjallarhornet;Oden
@1normiegirl;Sara
@Targeted1973;RedPill BlackPill Knowledge
@GlendaH26016842;Glenda Hicks
@MarsPioneer;Mars Pioneer
@hiurich;🅷🅸🆄🆁🅸🅲🅷
@gowerswan;Steve 35
@donaldcclarke;Donald Clarke 郭丹青
@JoeyRuckus;joeyruckus
@imashme;What now?
@bes2bibi;በሰላም
@CPutaChekwe;Chisanga Puta-Chekwe
@joesserwanga;Joe
@rens_beck;Rens®
@gjl57;Gaston J. Labadie
@fark;Fark
@VReed2015;Matell (Musical Artist)
@glumvillain;☭uıɐllıʌɯnlɓ☭
@gold_messenger;The Messenger
@genoeric1;GENO ERIC
@oranje8888;mr wombat 🇭🇺 ⚽ 🇲🇽 🇧🇷🇪🇸🇷🇺🇸🇾🇦🇺🇮🇷🇮🇸
@ms_oh_tee;Miss Rose ✨
@BuzzingArround;Paula Costa
@Eileen56530204;Eileen
@MichaelTawiah31;Michael Tawiah3
@wichitawarlock;wichitawarlock
@lancejepsen;Lance Jepsen
@E_slamSalem;Eslam
@Roxyklo;KBeth 🌻🌼🌻
@ixiiilm;i13
@Mr_Garwin;Libin Garwin
@mariacsuarez50;#JoeBiden2020
@PamBerg;Pam Bergren
@mariebgonzales1;Marie
@JDels2;J. Dels
@dawndash;Dawn Dash 📎
@jcrutledge;JCR
@jhontxu;Jhon Torres Jimenez
@erik_wilking;Just Being Sarcastic
@He31540;Larry Rodriguez
@Bobbie08502969;Bobbie (political junkie)
@Ammar03282208;Ammar
@f_yourblog;Les_Sober
@GreatTammie;Tammie  the Great
@proadstudio;PrObama
@VDubese;Vuyolwethu Dubese
@4n3n2n1;Mickey Gibbs
@malatrix63;Mark paul
@Arcane__Lost;Arcane Lost.
@ccokermn;Michael Coker
@markgoo80547801;@markgoo80547805
@SevereSeverus;Severus🌈
@darthyoshiboy;DarthYoshiBoy
@DebbieNunn1234;Debbie Nunn 🌊🌊🌊
