Screen Name;Followers;Follows;User Since;Location.1;Bio
@idaw468_ida;481;1556;27/04/2014;;
@dotsamir;39;251;7/10/2014;USA;Explorer. Proud dad and son. Living life as it unfolds. Politically somewhere in the middle. Often misunderstood. Dedicated to learning. Facts over fiction.
@MaryLambertyb8s;129;197;18/04/2009;;I am a mom, grandma, friend and cheerleader. I care for the elderly. I am learning to love myself more each day
@BuckeyeBruce01;423;1527;18/07/2010;;progressive. Shiba Inu nut. lover of truth and good journalism. bartender and cook. soccer dad even though I played rugby all my life!!
@kingfish7418;41543;41812;18/02/2017;California, USA;Retired Semiconductor Pro, #Resistance, #TrumpImpeached, #trumpvirus #commonsensegunlaws I Block exercises in Futility, Trumputin MAGATS, ❌traitors❌ & Idiots.
@JudithFeldman89;60;157;22/08/2017;;
@BlackcityL;419;365;1/11/2012;;On deviendra ce qu'on doit être 🔥💉
@JackiBandMe;262;501;5/04/2010;;Analytic athlete #BIDEN 2020 #Poetic Justice
@DebiecJacek;4619;3379;21/11/2014;Ann Arbor, MI;Psychiatrist. Neuroscientist. Philosopher. Dad. Husband. Immigrant. He/him. Views mine. Tweet≠medical advice. Follow/RT/like≠endorsement. Lab news @DebiecLab
@Recon2092;2700;4201;18/05/2016;North Hollywood, Los Angeles;Veteran USMC Loyal Democrat
@houdini91_;235;194;25/09/2019;91;Notre vengeance sera le pardon
@jackhammer29006;2478;2523;4/12/2016;Upstate NY & Upstate SC;"I am apolitical; Science=Facts; Facts=accuracy; Facts lead to the truth & rebukes lies: I Follow whomsoever Follows me & Likewise Unfollow!"
@KirstinElaine1;4577;4789;24/12/2008;Gloucester, MA;Black Liveecause Becsusecthe World is Huge...there is plenty to go around. Jesus follower, polyglot,. Synergy, Serendipity, Synchronicity, dogs, cannabis
@Needs2HearThis;69;130;14/05/2019;#BidenHarris2020;Husband, #GirlDad, Military Vet, College Grad, Golf Fanatic. “While the details may be convoluted, the principal is simple.”-Ted Lieu
@rosalindprestag;3888;4804;7/08/2011;Madison, Wi.;retired sped teacher, social worker. music lover . Love all kinds of music but really love Nashville.
@nbrew73;5202;5134;13/07/2017;Washington, DC Area #resist;Author, Killer Politics A Tale of Homegrown Terrorism https://www.amazon.com/s?k=killer+politics&i=stripbooks&ref=nb_sb_noss_1
@topspin7777;3602;4991;21/04/2011;United States;Vietnam Vet, Joe Biden2020, never-Trump. Trump's a RACIST, Ban Assault weapons! Reunite the families. #TheResistance #BLM😍
@kolga;3266;1018;11/09/2008;Canada;Disinfo, Russia, Baltic Sea, human rights, democracy, Magnitsky, filmmaker, former indie rocker & dad. CEE Council @mlinstitute @upnorthmagazine
@DruryPatricia;68;440;7/05/2013;;
@benmartell;60;585;2/04/2009;Minnesota;Cocoa/Swift/ObjC, Java Programmer, Dad, Beach Lover
@antiieess;740;610;6/12/2015;Moscow, Russia;19 /// she, her /// concert addict, photographer, video editor and that broken ass girl 😔
@albany_local;12;52;29/05/2020;Albany, CA;Bay Area local comedy news show. Find us on Youtube. All we do here is roast Trump
@BelarusinFocus;1652;945;3/10/2011;Information Office;We provide you with #analysis and #news about #Belarus in English, Russian and Belarusian. ----- Беларусь у фокусе.
@BobBunker8;1149;1628;31/03/2020;;Getting closer to the end of the road. I think it’s a dead end. Just let me see the House of Trump crumble before I get there!
@DelthiaRicks;4607;2533;17/05/2016;New York;Award-winning science writer. Author. Citizen Scientist. Bylines: Newsday, Discover Magazine, Journal of the Nat'l Cancer Institute, Ms Magazine, Medical Xpress
@Tlureau;1302;4028;12/11/2016;;
@RyszardZebrak;8;52;25/07/2020;;
@HugoMangoferoz;155;1940;10/07/2012;;Patriota: Nacionalista. Tradicionalista. Republicano
@Skirmont;137;623;17/09/2011;Deutschland;Powered by a bionic heart • US Marine • Mom||she•her||
@devourtherich;6010;4021;20/11/2019;Colorado, USA;Lawyer. Cosplayer. Feminist. “He fights for the users.” #resistance #whateverittakes #rebelscum #goodtrouble
@AnalizeThis;12283;13011;17/06/2009;Greenland, USA;Remember when Trump asked Obama to resign after one Ebola death?
@RichardSylves15;30;150;12/12/2015;Redford, MI;
@oleman2200_josh;305;544;26/02/2015;All Over Redneck Mtn ;Just another semi-retired smart ass. Proud owner of the Redneck Trailer Trash Park and General Store Plus Washertorium in Methhead USA! F$%k Republicans!
@kukisplant;913;1166;24/04/2020;any pronouns  ･ᴗ･  00’  ;`’ ᵗʰᵉ ᵖˡᵃⁿᵗᶦᵉ ᵍʳ♡ʷˢ ʷʰᵉⁿ 쿠키 ᵖᵒˢᵗˢ ❕❕ 🥛 🐇💨 ..
@ELuttwak;15351;13;16/03/2020;San Joaquin, Bolivia;Historian and Rancher
@honey_resister;4775;4831;23/04/2009;;#TraitorTrump #BlackLivesMatter #Resistance #ImpeachBarr #ArrestGuliani #TaxReturns #PompeoIsAnAsshole #TraitorTrumpMustGo #RacistWH #TrumpCrimeFamily
@mkmiller63;1137;1446;15/08/2011;Maryland;I'm a soul having a human experience. Trying to balance political insanity and peace of mind. Practicing love, kindness, & compassion. I'm a work in progress!
@boomer_lib;179;568;27/02/2020;San Francisco;Old Lefty from way back. More fiscally conservative. Healthcare evangelist. Worked in hospitals and other facilities for years. Love my 9ers.
@golinus;6;21;16/04/2009;;
@mrjohsand;1289;254;20/04/2012;;
@skyriders1;10;173;13/06/2010;;
@mikeystep;368;1217;17/02/2010;Glenn Dale, MD;Playwright, Artist, Director. Set & Lighting Designer. Cyclist in my copious free time. Member of the Dramatist Guild. http://michaelstepowany.com
@tracilaw;8303;2349;16/01/2010;Philly/NYC;Museum Assistant. Photographer/Writer/Historian. Also found lurking in dark corners of abandoned places. SAG-AFTRA.
@stoddard38;274;305;1/11/2008;New York, NY;"Barnard, Columbia U. B.S.,Religion; T.C. M.A. Theater Admin, Poly Sci; Columbia U M.Phil Politics & Educ. Finance; NYS Compliance Director Human Rights,Retired."
@DDBURNES;329;191;28/04/2017;;
@paulmotty;8211;5716;26/03/2010;Manchester, England;Paul Krishnamurty: Professional gambler and freelance journalist. Golf, cricket, snooker and political analyst for @BetfairExchange. Bylines @politico @Esquire
@positivehater1;1218;0;19/01/2020;Republic of Belarus;🔴 LIVE UPDATES Follow us - follow Belarus! Protests in Belarus after 2020 Presidential Election.
@buffymuffy4444;638;368;23/01/2017;;
@catsden234;1301;1618;17/06/2016;United States;Retired R.N., my children all have 4 legs and fur. Love to read. HATE TRUMP! Follow him bc one should know their enemy. Fully support Joe Biden.
@news18dotcom;144139;167;20/04/2011;India;More than just news, analysis & opinion. The digital platform of @CNNnews18 We're now on Telegram: https://t.me/news18dotcom
@pyramidmedicine;9527;2058;14/02/2010;Phoenix, AZ;Board certified FNP C Board Certified Family Practice .No terroristas Hermandad al Qaeda ISIS. Siempre apoyo al Presidente Sisi como lo he hecho antes. NO DM
@TheBomb1987;1576;1408;6/03/2011;Leamington, ON;Retweets are not endorsements. Let's play a game. Which retweets do I agree with and which ones do I not agree with. The winner gets nothing.
@Cecalli_Helper;12322;13406;26/05/2013;Censored;In his missing memoir, Carl had numerous pages of my former addresses. It angered me, but it doesn't matter because it was never published. I am Pia Jensen.
@ValentinAleida;115;397;15/09/2018;New York, NY;Christian, lover of people, diversity, my DNA and Justice. Social Worker, Auntie and Titi
@rentparisnow;179;198;14/03/2010;San Francisco, CA;Proud of renting our own property in Paris, France since 2005. Rent Paris Now specializes in short-term vacation rentals.
@RogerRRivera1;300;502;21/01/2017;San Jose, CA;Worker advocate, Father, & a student of Political Science. I’m determined to expose Putin's American Idiot & those in the gutless GOP Congress that laid down!
@GVS_News;18602;379;1/11/2016;;Platform to promote dialogue & present shades of opinion to enhance understanding. We encourage our writers to be respectfully irreverent & readers be tolerant.
@InUnfunky;773;2374;7/02/2020;SE VT, USA;I was a very nice boy. I used to cut the grass.
@EspritdeCorp258;582;1162;31/10/2019;;Desert Rat
@philipotto23;406;1402;21/02/2009;;Cash app: $PhilipOR
@DoughboyLA;347;393;2/09/2016;;L.A. Born and Bred. Certified fans of the Lakers, Dodgers, Kings and Raiders. #ThirdEyeOpened
@SirOscarM;451;184;30/05/2010;;
@24baseballReed;13877;15250;21/04/2015;Tennessee, USA;#TheResistance
@Chauthaidiot;433;82;23/10/2009;Dilli;Wordplayer, PJ maker, Troller , Government Critic ... RTs are endorsements so please don’t like.
@JJ56123;2355;2320;12/05/2016;USSR;"""Any idiot can face a crisis - it's day to day living that wears you out."" Anton Chekhov"
@islosingweight;131;447;2/07/2011;Tennessee;suspended by twitter after tweeting devin nunes - crazy cause I am no one special
@Carolinepanett1;459;139;18/09/2019;;I'm a lucky girl ! My opinion’s are my own
@BizNewsCOM;11887;327;27/12/2013;South Africa;http://www.Biznews.com is the brainchild of @alechogg, providing fresh, independent news with integrity and without bias. RT's not endorsements.
@tharunam;28;760;19/02/2009;;
@kprochnow;3841;4762;17/03/2009;Berkeley, CA;"Trial lawyer, Chiles and Prochnow LLP,Redwood City CA: probate/trust cases; will contests. Posts on law, technology & life; looking for the humor in all three"
@Njeanous;3640;2048;29/07/2009;California, USA;Lifelong Democrat, UC Berkeley Grad supporter of Human Rights, Democracy, The Constitution and Gender Equality.💼
@mrchambersblog;2401;4981;14/05/2012;Trump's America;Dispatches from the utopian kitchen that serves man. No BS. Reporters should not be Prima Donnas.
@rider505;190;348;18/05/2009;New York, USA;"Born/Educated in Winnipeg. My teams: Wpg Jets & New York Islanders, Wpg Blue Bombers. Dual Citizen. Love Hockey; Hate Trump."
@EdDarrell;5765;6313;18/06/2011;Texas;Writer, lawyer, corp consultant and politico turned history teacher. Concerns: education, accurate history, politics, environment (DDT), and humans. Vote!
@sihle_eurozy;4039;4996;26/09/2016;Durban, South Africa;Self motivated. I'm from 031. I love music.
@Vincent94077438;0;0;24/05/2020;;A Firm Believer in the Lord Jesus Christ & Committed to his Devine Will & Purpose!! Love people in General & believes in Helping others in need !!
@Rosario_RS;46;201;1/02/2011;ABQ, New Mexico;Entrepreneur, Loyal friend, political Activist, Enthusiastic Traveler, one Nasty Woman, oh and Hate Trump! #VoteRepublicansOut #BidenHarris2020 💙🌊💙✌🏼
@steelman5077;203;363;23/12/2013;Kentucky, USA;Married 15 years to a beautiful woman , Retired Ironworker, Like politics, Reading, Love spending time with our pets, Home Improvement.Please don't message me I
@CTIronman;2008;524;27/05/2010;Connecticut, USA;obscure attorney and political muse. stubborn old Reaganite in crabgrass America. #ilikemike
@Martina;324171;749;27/02/2012;;Married with a great family :),used to play tennis,now just talk about it. Time to speak out is now, telling me to stick to tennis =automatic block.
@InhellJourney;7298;7328;20/02/2019;Washington, USA;"RESISTER. Voting BLUE; Trump's ignorance, arrogrance & racism is a cancer attacking America. The GOP don't fight this cancer, they feed it."
@sarrahh011;17161;15994;20/03/2019;Toronto, Ontario;ANYONE BUT TRUMP NO LISTS. #Resistance 🇨🇦 #DerangedDonald #Blue2020 #TeamTrudeau #Liberal #AllAnimalsMatter #Design #Doggies #Leafs #NoWall 🌊🌊🌊 NO DM
@guilhermecorde;1722;667;29/10/2009;;
@rbyrnereilly;1901;2030;3/02/2014;Glover's Atoll;Writer. Doorstepper. Investigative journalism. Modern Art Collector. Gonzo adherent. Bull Terrier dad. Product of California.
@leislgirl;129;475;6/06/2010;;
@MacleanJoyce;3108;3788;6/03/2016;Ontario, Canada;Trump resistor...animal activist....feminist....avid golfer...love reading..music..writing...the Arts..please NO DM’S
@LatestComments;14684;285;12/03/2015;;We carry constant updates on the latest news and top stories. #LatestCommentary
@leslie_barile;117;257;4/08/2017;☀️The Sunshine State ☀️;Educator turned Real Estate Investor. Flipper Extraordinaire. Aspiring Yogi. #Starbucks and Latte Enthusiast. Traveler. Seeker of Truth & Spiritual Growth.
@KelliJaeBaeli;1696;2798;17/04/2009;Eureka Springs;31 bestsellers/60 books/Indie Author/Veteran/Democrat/Humanist/Feminist/gay #GoGreen #Stillwithher #LegalCannabis #JoeBiden2020 #MeToo #SisterResister #Hemp
@AndyVermaut;30826;26187;17/04/2011;Diksmuide, België;Official account of Belgian human rights activist Andy Vermaut - for media and work as speaker for events, contact me via Whatsapp-message on +32499357495
@rentparisnow;179;198;14/03/2010;San Francisco, CA;Proud of renting our own property in Paris, France since 2005. Rent Paris Now specializes in short-term vacation rentals.
@Vincent94077438;0;0;24/05/2020;;A Firm Believer in the Lord Jesus Christ & Committed to his Devine Will & Purpose!! Love people in General & believes in Helping others in need !!
@RagingLibNana;17794;15945;19/07/2015;Canada;No DM’s. No lists . I am 72 married/ mom of 8 nana of 20 Great G of 3 girls. I support resisters. Retired SW. No follow back lists per twitter rules😎
@a_martinoro;10491;976;22/09/2011;;Consultant @iDenGlobal. Lecturer and analyst. Life is a never-ending learning process | Tweets on Investing, Asset Management, Global Macro.
@ybfmiami;1471;1864;15/10/2008;Miami,FL;Lawyer, Investor. Harvard U. Jamerican. #BlackLivesMatter.
@vsm2456;148;333;13/07/2016;Spring Hill, FL;
@caravaggio12;3503;5001;9/05/2009;South West England;Scot - Egalitarian - Garg 'nuair dhùisgear (Fierce when roused) I am half Scottish, half English. Surtout je suis européen, soy europeo,un citoyen du monde!
@DoingPaid;1039;789;7/07/2018;Virginia, USA;Get Paid Doing Stuff is about legitimate work at home jobs that you actually make money at. Come check us out and see for yourself, you will find work here...
@GellatioBot;21;1;13/06/2017;Bot, Thailand;Bot by Gellatio that tweets out random stuff.....
@balaedi;271;2831;24/08/2011;chennai ku miga arugil;Changer. Think like a Criminal |Act like a Robot| Live like Corona | Foodie |Gen Y |Engineer |Lawyer|Geographer |Historian |Dancer ennada type pannamudiyala😣
@robbyusea;5733;4567;25/08/2017;Massachusetts, USA;We're all on this journey called life let's walk it together with love for each other #Equality #LGBTQ🌈 #LoveIsLove #Resist #AnimalRights #FBR
@KillbotX;13;1;2/04/2017;THE NET;#RESIST
@3in1forlife;253;375;29/12/2016;;Conservative, senior, interested in Politics, Religion, Science, Animals. Personality is INTJ-T which means I just want to research, not socialize (ever).
@Putin_jnr;2699;1641;6/02/2011;Cybertron;﷽ I’d Rather Live My Life Knowing That I’m Not Perfect, Than Spending My Whole Life Pretending To Be ||| Victoria Concordia Crescit @Arsenal @AllBlacks ❤️
@trevorbmbagency;9423;978;18/06/2009;;Don't let me hear you say life's taking you nowhere, Angel N1.
@mTmimosa;168;62;17/10/2013;;Worldwide pilgrim. A wife,mother,grandmother& aspiring promoter of the Good News to techno-generations by God's Protection,Will,Providence & abundant blessings.
@SciasWolf;45;340;2/05/2016;Houston, TX;"Games. Entrepreneur. Pro-Responsibility/Anti-corruption. MS since 2009. Classic Lib/Conservative. Pronouns: ""His Royal Highness"", ""Eminence"", and ""My Lord"""
@InhellJourney;7298;7328;20/02/2019;Washington, USA;"RESISTER. Voting BLUE; Trump's ignorance, arrogrance & racism is a cancer attacking America. The GOP don't fight this cancer, they feed it."
@AlanRay07;432;1329;3/06/2018;Carlsbad, CA;News writer/reporter/editor/news manager/radio talk show host/ photographer
@kevin_global;182;45;4/06/2011;Delhi, India;
@shashank_4287;4;26;29/06/2020;Aligarh, India;
@kimhurdman;1808;5000;11/05/2009;Morristown, NJ;🌊🇺🇸🗽NJ Grassroots org’g: Obama08/12, OFA, BlueWaveNJ, #NJ114C. Proud #Resister & advocate of local action. Idealist, reader, movie geek. Beagle parent🐶🐶
@xxUncleMonkeyxx;253;462;10/10/2015;Phoenix, AZ;Republican not voting for any Republican in 2020 because of Trump
@jmfisher71;1640;2369;1/05/2019;;Environmental Scientist. Philosopher. Christian. Amateur photographer. Nature lover. Newish father. Husband. Views are my own. #TruthMatters #ResistTrump
@johnodixon3;41;89;17/08/2015;Auburndale, FL;johnodixon O’dell ‘Dell ‘johnodixon3@gmail.com
@ybfmiami;1471;1864;15/10/2008;Miami,FL;Lawyer, Investor. Harvard U. Jamerican. #BlackLivesMatter.
@globalwonks;2686;3791;2/10/2016;Washington, DC | New York, NY;The world’s first real-time expert network, matching enterprises with global knowledge professionals. #FutureOfWork #KnowledgeEconomy
@Alvinthe1st;1377;1151;15/07/2017;San Antonio, TX;DISABLED Vietnam Era VET (100%SC) USAF/USN voiceovers songwriter, publisher, producer photography and videography unapologetic liberal.
