,Twitter Query: #VotoDeConfianza lang:es -filter:retweets -filter:replies,,,,,,,,,,,,,,,,,,,
Date,Screen Name,Full Name,Tweet Text,Tweet ID,Link(s),Media,Location,Retweets,Favorites,App,Followers,Follows,Listed,Verfied,User Since,Location,Bio,Website,Timezone,Profile Image
12/08/2020 08:14,@coyotegris,Erick Iriarte Ahon,".@WalterMartosR felicitaciones por el #votodeconfianza recibido, es una responsabilidad sin duda critica en estos tiempos. De manera transversal, y como sustento, el tema digital se encontró en su discurso. Necesario para lograr un #perudigital, pero (...) 1/2",1293536446356361216,,,,0,0,Twitter Web App,16468,8525,509,,12/06/2009,,Un coyote en busqueda de su desierto.,http://iriartelaw.com,,View
12/08/2020 08:10,@MiningPress,MiningPress,"Mining Press | EnerNews | Martos ya es premier peruano. Estrategias de inversión, obra pública y empleo  @pcmperu #martos #VotoDeConfianza #Perú @MEF_Peru",1293535362208468992,https://bit.ly/2Fi5Xqt,https://pbs.twimg.com/media/EfOPg1xXgAAgXPF.png,,0,0,Twitter Web App,5627,3686,79,,14/08/2011,"Buenos Aires, Lima, Santiago",Mining Press y EnerNews son diarios on line especializados en Minería y en Energía. In: https://bit.ly/2KAYsux,http://www.miningpress.com,,View
12/08/2020 07:51,@TendenciaPe,¿Por que es Tendencia_Pe?,#VotoDeConfianza #GabineteMartos: Porque el Congreso le otorgó el Voto de Confianza al gabinete liderado por Walter Martos,1293530435847364608,,pic.twitter.com/3JUPZzSW1m,,0,1,Twitter Web App,4790,15,7,,16/12/2019,Tendencias-Peru,Entérate porque es tendencia en Perú #TwitterPeru,,,View
12/08/2020 07:15,@exitosape,Exitosa Noticias,"🇵🇪📣 Ministra de #Economía, María Antonieta Alva, agradeció al #Congreso por otorgar el #VotoDeConfianza al Gabinete Ministerial presidido por #WalterMartos. @ToniAlvaL @congresoperu",1293521548456923138,https://exitosanoticias.pe/v1/ministra-alva-tras-voto-de-confianza-reafirmamos-nuestra-voluntad-de-sumar-esfuerzos-por-el-pais/,,,1,8,Twitter Web App,397709,753,681,,20/11/2013,"Lima, Peru",La plataforma de medios informativos más grande del Perú 📻,http://www.exitosanoticias.pe,,View
12/08/2020 07:14,@Agencia_Andina,Agencia Andina,"📌Ministra de Economía y Finanzas, María Antonieta Alva, agradeció el #VotoDeConfianza que el Congreso otorgó al Gabinete Ministerial que preside Walter Martos, e hizo un llamado al trabajo conjunto para detener la pandemia",1293521218960850945,https://bit.ly/2DNBtfr,https://pbs.twimg.com/media/EfOCXu_XgAAW_xY.jpg,,0,22,Twitter Web App,613765,1681,2150,✅,18/05/2009,Lima,Sigue las noticias sobre Perú y el mundo en la Agencia Peruana de Noticias Andina. También puedes seguir a @DiarioElPeruano #PrimeroMiSalud y #LávateLasManos,http://www.andina.pe,,View
12/08/2020 07:07,@fernandomerino,"Sr. Cerdazzo, el Tecnomago","¡Buen día, buen día! ¿Cómo vamos, en su casa también tienen el #VotoDeConfianza o los quieren botar como sofá viejo?",1293519441037328384,,,,0,2,Twitter for Android,3317,4994,72,,8/02/2009,Global Frequency. Asgardia,IT Support - DJ Transhumanismo Investigador musical-tecnológico Arqueólogo pop - Gamer Defensor de la comida chatarra Basket - Sci-fi - Comics #ActivismoPorno,,,View
12/08/2020 07:05,@Cixalminuto,Chiclayo al Minuto,"El Ministerio del Interior consideró que el #VotoDeConfianza al gabinete del premier Walter Martos permitirá que 600 comisarías de 10 ciudades (Lima, Callao, Tumbes, Cajamarca, Piura, Chiclayo, Trujillo, Arequipa,…",1293518935942287366,https://www.instagram.com/p/CDyeK45nMto/?igshid=17njmo4hyjtht,,,0,0,Instagram,343,30,1,,14/05/2017,Chiclayo,,,,View
12/08/2020 06:30,@elmontonero_pe,El Montonero,#PoliticaEM #ElMontonero Silencio frente a inversión privada como motor de crecimiento Síguenos en: FB:  Youtube:  Más Artículos:  #WalterMartos #VotoDeConfianza #CongresoDeLaRepublica,1293510040855420928,"http://bit.ly/2s7hI97
http://bit.ly/2R1CNRo
http://bit.ly/2TkXynO
https://bit.ly/3aoKveY",,,0,0,Twitter for Advertisers,23042,1615,104,,19/03/2014,"Lima, Perú.",El primer portal de opinión del Perú.,http://www.elmontonero.pe,,View
12/08/2020 06:17,@luisrdioses,Luis Reymundo Dioses - Congresista de la República,"📌Otorgamos el #VotoDeConfianza al Gabinete Martos porque el Perú necesita unidad en estos momentos de emergencia sanitaria 📌Exhortamos al Ejecutivo a trabajar de forma conjunta por los millones de peruanos que esperan atención URGENTE en salud, educación, pesca y reconstrucción",1293506817008574465,,https://pbs.twimg.com/media/EfN1mD7XgAArDD1.jpg,,0,0,Twitter for Android,926,469,17,,21/01/2012,Perú,"Representante de la región Piura, por el partido SOMOS PERÚ.",,,View
12/08/2020 06:10,@luisrdioses,Luis Reymundo Dioses - Congresista de la República,"#VotoDeConfianza Votamos una vez más con responsabilidad y por la unidad, que necesitamos para trabajar por la Salud, educación, reconstrucción y la reactivación económica del Pueblo Peruano. Mira el video de mi intervención aquí 👇🏽",1293505169305546754,https://www.facebook.com/426181770907400/posts/1535806746611558/,https://pbs.twimg.com/media/EfN0FPiXoAIhNem.jpg,,0,0,Twitter for Android,926,469,17,,21/01/2012,Perú,"Representante de la región Piura, por el partido SOMOS PERÚ.",,,View
12/08/2020 06:06,@urubambina,María Elena González,"🥴 creo que hay un error de aquellos en este twit, ayer se dio el #VotoDeConfianza la cuestión de confianza es ooooootraaaaa cosa. @congresoperu RT @congresoperu: 🔴#LoÚltimo I #PlenoVirtual otorga la Cuestión de Confianza, planteada por el presidente del Consejo de Ministros, Walter Martos Ruiz, con 115 votos a favor.",1293504093403656193,https://twitter.com/congresoperu/status/1293362039717605377,https://pbs.twimg.com/media/EfLx6mpXgAI-U5B.jpg,,0,1,Twitter for iPhone,413,860,5,,22/08/2010,"Urubamba, Peru","En Urubamba, mi trinchera, mi casa, mi espacio, mi núcleo, mi valle, mi pueblo ... en mis montañas siempre.",,,View
12/08/2020 06:01,@PedroMarbell,Pedro,#VotoDeConfianza el gabinete #Martos ya tenia consenso para esa votacion abrumadora mazetti y sasieta fueron piesas claves para ese concenso es hora de trabajar de verdad implementen la estrategia del ing @albertofujimori y convoquen al sector privado @WalterMartosR @pcmperu RT @WalterMartosR: La mejor manera de trabajar unidos es escuchando atentamente la voz del pueblo. Agradezco sinceramente la confianza otorgada por el @congresoperu y reitero el compromiso del Gabinete para pasar de las palabras a la acción. #ElPerúPrimero,1293502950472593411,https://twitter.com/WalterMartosR/status/1293386338935418880,https://pbs.twimg.com/media/EfMG1e2WsAAulKn.jpg,,0,2,Twitter for Android,1237,353,0,,13/05/2016,Peru,siempre de pie en la calle y sin polo 😎🀄📰👮,,,View
12/08/2020 05:20,@Caretas,Revista Caretas,#VotoDeConfianza @WalterMartosR informó ante el Congreso que el Gobierno seguirá respaldando la #ReformaUniversitaria en su compromiso de ofrecer educación de calidad para los jóvenes. 👇 ▶️,1293492423079768064,https://bit.ly/30OIZQa,https://pbs.twimg.com/media/EfLC1znXkAED_lV.jpg,,0,3,TweetDeck,716157,1491,1433,,5/06/2009,"Lima, Perú","Actualidad candente, investigación y humor desde 1950. https://www.facebook.com/revistacaretas",http://www.caretas.com.pe,,View
12/08/2020 02:13,@marcomunozut,Marco Munoz,Toda la información que necesitas en un solo lugar  #video #votodeconfianza,1293445562709299200,http://www.videosenutah.com,,,0,0,Paper.li,1108,2497,38,,6/07/2009,utah,"Freelance reporter From Utah to the World ,Wanna know What's going on in Utah? https://www.facebook.com/marcomunozut @marcomunozut #utah #latinos #hispanos",http://www.videosenutah.com,,View
12/08/2020 01:12,@ApBancada,Bancada Acción Popular,"“El Parlamento no está para confrontar, está para viabilizar y atender las demandas del país"" Nuestro correligionario y presidente del Congreso, @MerinoDeLama, se pronunció en el pleno del Congreso, donde el presidente del Consejo de Ministros solicitaba el #VotoDeConfianza.",1293430079704510464,,pic.twitter.com/DPtwbbtY6R,,0,0,Twitter for iPhone,360,241,6,,20/05/2020,,"Bancada Acción Popular. Con una sola bandera, la del Perú. Con un solo Himno, el de la Patria. Con un solo lema, ¡Adelante!",,,View
12/08/2020 01:09,@TaniaRodasAPP,TANIA RODAS MALCA,"#VotoDeConfianza🚨🔵Identificación con necesidades de población, ante crisis por pandemia del COVID-19, discurso conciliador y apoyo a regiones del país, determinaron voto de confianza otorgado por Grupo Parlamentario, APP, al PCM @WalterMartosR y Gabinete Ministerial.",1293429379608064000,,pic.twitter.com/cW866zPWTd,,0,1,Twitter for Android,1746,209,15,,12/11/2015,"Trujillo, Peru","Trujillana, Médico Cirujana, Congresista de APP por La Libertad y comprometida en mejorar la calidad del servicio de salud y su acceso para todos los peruanos",,,View
12/08/2020 01:06,@dldantagnan14ap,Daniel D'Antagnan,"¡Congresista @fernandomcloret, deje por favor tranquilo al Poder Judicial! La reforma puede esperar, en estos momentos tenemos como peruanos otras prioridades. #VotoDeConfianza RT @congresoperu: ""El Poder Judicial necesita tener sus reformas para construir un país más justo, donde los derechos de los débiles y los que no tienen voz sean respetados. Hoy es el momento de unirnos los tres poderes del Estado”, Fernando Meléndez, @BancadaAPP #PlenoVirtual",1293428687011041281,https://twitter.com/congresoperu/status/1293222281712410631,https://pbs.twimg.com/media/EfJyuZiXgAIO0Rh.jpg,,0,1,Twitter for Android,102,512,0,,24/09/2019,"Callao, Perú","Seguidor de Jesucristo, amante de las letras.",https://www.facebook.com/daniel.dantagnan.5,,View
12/08/2020 00:44,@parvulitarivera,🦋 نالدا مارجوت ريفيرا,Felicitaciones Premier! 👏🏻 #VotoDeConfianza #GabineteMartos RT @WalterMartosR: La mejor manera de trabajar unidos es escuchando atentamente la voz del pueblo. Agradezco sinceramente la confianza otorgada por el @congresoperu y reitero el compromiso del Gabinete para pasar de las palabras a la acción. #ElPerúPrimero,1293423129184866304,https://twitter.com/WalterMartosR/status/1293386338935418880,https://pbs.twimg.com/media/EfMG1e2WsAAulKn.jpg,,0,0,Twitter for Android,702,484,11,,17/04/2013,Arequipa - Perú,Mamá de Imanol 🧑🏻⚽ y periodista. RRPP @Cachete_Zuniga/Corresponsal @TOCasociados /Productora El Equipo Deportes /Editora AQP @andes_diario/ reportera @tvunsa,https://www.facebook.com/margot.riverazeballos,,View
12/08/2020 00:40,@agentesecret,Marilyn Alvarado,"Por decencia debe renunciar #ToniAlva hasta que se aclare lo de su padre y hermano y porque no ha demostrado capacidad para manejar una de las peores crisis económicas, el #VotoDeConfianza no fue por ella sino porque parece que el problema fue Cateriano Mucho ayuda el que no e... RT @ToniAlvaL: El Perú necesita del trabajo conjunto del Estado para contener el COVID-19 y recuperar la economía de cada hogar afectado por el impacto. Agradecemos este #VotoDeConfianza por parte del Congreso y reafirmamos nuestra voluntad de sumar esfuerzos por el país.",1293422002686980099,https://twitter.com/tonialval/status/1293394034841530369,,,3,3,Twitter for iPhone,393,199,61,,24/05/2012,Peru,"#INVENTOR, #SerialEntrepreneur CEO & Founder of @socialmeetclub & #TheEternalDistortion, Digital Strategist, Global Shaper. I'm working to change the world #SEO",http://pe.linkedin.com/in/marilynalvarado,,View
12/08/2020 00:27,@mide10no,Migueel 🔴⚪🔴,"Si esta semana censuran a la ministra de economía y al de educación, este #votodeconfianza fue engañoso. RT @MartinVizcarraC: Saludo el voto de confianza a nuestro premier @WalterMartosR y al Gabinete Ministerial. La unidad de todos los peruanos es fundamental para salir adelante.",1293418742513373190,https://twitter.com/martinvizcarrac/status/1293380368679219204,https://pbs.twimg.com/media/EfMClaaXYAAzhSd.jpg,,0,2,Twitter for iPhone,192,240,0,,28/08/2010,"La Molina, Peru",life is great! #QuedateEnCasa IG midelga22 🎓 Comunicacion publicitaria / USIL,,,View
12/08/2020 00:17,@EIPrroDeTuEx,EI Prro de tu ex,Ojalá que esa persona te de su #votodeconfianza,1293416181135745026,,,,0,0,Twitter for Android,258,543,0,,16/07/2020,En tu corazón,"El Prro de tu ex 2.0. El único ex amigo, comprensivo, honesto, cómplice, amante bandido y tu sillón favorito.",,,View
12/08/2020 00:06,@exitosape,Exitosa Noticias,🔵🔴¡Buenos días! 🇵🇪 Esta es la portada de hoy miércoles 12 de agosto de 2020. #WalterMartos #VotoDeConfianza #AFP 📻 #RadioExitosa: 98.1 FM 📺 #ExitosaTV: 6.1 señal digital abierta 🌐,1293413531556237314,http://www.exitosanoticias.pe,https://pbs.twimg.com/media/EfMgvMiWAAEYYTR.jpg,,2,3,Twitter Web App,397677,753,681,,20/11/2013,"Lima, Peru",La plataforma de medios informativos más grande del Perú 📻,http://www.exitosanoticias.pe,,View
11/08/2020 23:53,@augustolivos,Augusto Olivos M,"Una vez más vemos la precariedad de la política peruana, porque se da un #VotoDeConfianza a las personas pero no como figuras políticas ni fundamento del proyecto estructurado a trabajar que es lo más importante. El apasionamiento aveces podría jugar malas pasadas",1293410264256253953,,,,0,0,Twitter Web App,141,56,1,,21/04/2013,"Chancay, Huaral","Estudiante de Publicidad, conocimientos en Prensa, estudios en teología, y redes sociales.",http://augustolivos.blogspot.com/,,View
11/08/2020 23:53,@peruenlanoticia,#Noticias #Perú🇵🇪😷☣️,Luis Valdez: Tenemos que dar vuelta a la página y emprender un nuevo camino junto al Ejecutivo  #LuisValdez #votodeconfianza #Congreso,1293410144206745600,http://dlvr.it/RdTCL7,https://pbs.twimg.com/media/EfMdq_tUwAErv6Q.jpg,,4,0,dlvr.it,55313,12653,256,,17/02/2014,#PERÚ / EUROPA / #ASIA / LatAm,#AlertaNoticias #Trump #Covid #AFP #Odebrecht #Política @elcomercio_peru @CanalN_ @larepublica_pe @rppnoticias,https://twitter.com/peruenlanoticia,,View
11/08/2020 23:50,@pyme_tv,Pyme TV,"🤝 Tras 12 horas de sesión plenaria, el Parlamento le otorgó el #VotoDeConfianza al gabinete liderado por #WalterMartos. La votación fue la siguiente: 115 votos a favor, 5 en contra y 4 abstenciones.",1293409553657335810,,https://pbs.twimg.com/media/EfMcPOjXsAI8NXx.png,,0,0,Twitter Web App,62,313,0,,6/02/2020,,📺 ¡Canal amigo de los emprendedores! 24 horas dedicadas al sector empresarial 📈 Apoyando a las #Mypes peruanas 🇵🇪,,,View
11/08/2020 23:46,@junimirs,Junior Miranda,"Csmre casi hoy estuve sentado 7 horas, acompañando a mi amiga para tatuarse, ya parecia congresista x el #VotoDeConfianza",1293408505752432647,,,,0,0,Twitter for Android,31,103,0,,6/01/2012,Lima - Peru,"Tauro , Guitarrista(ya no toco mucho) , Amante de Foo Fighters, Arctic Monkeys y Strokes.",,,View
11/08/2020 23:43,@runatvonline,Runa TV Online,[POLÍTICA] Congreso le da la confianza al Gabinete Martos  a través de @Runa Tv OnLine #Congreso #WalterMartos #VotoDeConfianza,1293407647937388544,https://runatv.pe/congreso-le-da-la-confianza-al-gabinete-martos/,,,0,1,Twitter Web App,58,143,0,,13/03/2020,Piura,"Es un canal de tv independiente que busca informar de manera responsable y consiente a la población, con el fin de aportar al desarrollo humano en el área polít",https://www.facebook.com/runatvonline/,,View
11/08/2020 23:30,@rut_vm,Rut VM,Ahora si manos a la obra y a trabajar por el Perú 🇵🇪 #VotoDeConfianza,1293404375155716098,,,,0,3,Twitter for Android,8,1,0,,30/05/2020,,Abogada por vocación 👩🏻‍🎓 Amante de la cocina 👩🏻‍🍳 Viajera de corazón ✈🌎❤,,,View
11/08/2020 23:28,@leivasport,Miguel Ángel Leiva,"Si aumentar el gasto público ""creara"" demanda, Cuba, Venezuela y Argentina serían líderes en crecimiento de Hispanoamérica. Nuestros problemas se solucionan con menos gasto público, menos estado, menos Impuestos. #VotoDeConfianza #Congreso2020",1293404011924774912,,,,0,0,Twitter for Android,484,1675,2,,12/06/2013,Lima - São Paulo,Legal & Sport Consulting Fútbol reflejo de Sociedad...,,,View
11/08/2020 23:28,@LorenzoAraujob2,Lorenzo Araujo Borja,"El gabinete de Walter Martos, a diferencia del de Pedro Cateriano, obtuvo el #VotoDeConfianza del congreso, por lo que ya puede empezar a corregir las burradas del gobierno de Vizcarra. Ojalá y sea así, por el bienestar de todos los peruanos. P.D: ¿Quién diantres es Osito Lima?",1293404010892996608,,pic.twitter.com/iuXLGLDxQX,,0,2,Twitter Web App,24,2,2,,19/11/2016,,"Detesto a los corruptos fujimoristas, apristas e izquierdistas. ""Bloquear a quien NO TE SIGUE, es aún mas ESTÚPIDO, que prohibirle comer carne a un vegetariano""",,,View
11/08/2020 23:25,@1FelipeCastillo,Felipe Castillo,Recibimos a los dirigentes @Minsa_Peru y @EsSaludPeru que están luchando por su pase de Cas a 728 y 276!! Juntos fuimos a la Presidencia del @congresoperu a exigir se ponga a debate dichos PL #CasNuncaMasEnEssalud @CNNEE #VotoDeConfianza @sunessessalud @SIPSSAPMINSA @FEDEMINSAP2,1293403129527119872,,https://pbs.twimg.com/media/EfMXSWZWoAUdRaP.jpg,,3,7,Twitter for iPhone,1141,450,10,,17/07/2012,"Los Olivos, Lima, Peru",Congresista electo del Peru 🇵🇪 Impulsor y Promotor del Desarrollo de Lima Norte,,,View
11/08/2020 23:24,@IsaiasFrepap,Isaías Pineda Santos,"Sobre el #VotoDeConfianza, recordemos que este voto simboliza la confianza depositada por parte todos los peruanos. @FrepapBancada seguirá fiscalizando y siendo la voz de nuestros hermanos peruanos, seguiremos trabajando por el bienestar del Perú y sus futuras generaciones.",1293402952162574337,,https://pbs.twimg.com/media/EfMXDRzXsAAjh4P.jpg,,2,5,Twitter Web App,1903,269,15,,17/03/2020,Lima,Congresista de la República del Perú. Frente Popular Agrícola FIA del Perú - FREPAP,https://www.facebook.com/IsaiasPinedaFrepap/,,View
11/08/2020 23:18,@peruchito30,peruchito 30,"Vizcarra solo es un tipo acabado, el cual, ya nadie quiere integrar su Gabinete,ni quieren involucrarse, le queda poco tiempo;Era necesario darle la confianza,apoyarlo y se debe fiscalizar para salir juntos de esta crisis. No se trata de partidos, sino de Perú. #VotoDeConfianza",1293401369173467136,,,,1,2,Twitter for Android,532,459,0,,31/05/2010,peru,"soy de las personas que ven las almas a través d las sonrisas y miradas,no me gustan las medias verdades, injusticias ni hipocresias.Anti Caviar.Voy con Fuerza!",,,View
11/08/2020 23:16,@lourdesalom,ShalomLou 🌍✡️,Estaba segura que los anticuerpos del #Congreso eran por Cateriano -porque los enfrentó al defender a sus ministros -por su prioridad minera -porque lo ven soberbio #VotoDeConfianza,1293401028809949184,,,,0,1,Twitter for Android,593,232,2,,28/01/2010,"Texas, USA",,,,View
11/08/2020 23:16,@Luccio_lpx,Luchex☕,"Tmre, hoy estuve sentado más horas que congresista en #VotoDeConfianza de #Cateriano #Dolordepoto #Teletrabajo",1293400823553294338,,,,0,9,Twitter for Android,1684,2385,9,,8/06/2009,"Jesús Maria, Peru","música, café, literatura, bicicleta, fUtbol , vino,comida peruana. RRHH🖤 ¿Nos seguimos?",,,View
11/08/2020 23:13,@Mirlo70,Malau,"Las cifras de feminicidios en lo que va del año, superaron a las 32 víctimas del 2018. Esperemos que no sea solo un discursito para caer bien y se realicen todos los programas de protección necesarios a favor de las mujeres. #WalterMartos #VotoDeConfianza",1293400105945632769,,,,1,1,Twitter for Android,32,327,0,,8/06/2015,"Lima, Peru",Prefiero no limitarme a definiciones,,,View
11/08/2020 23:12,@JRivadeneyraR,James Rivadeneyra,"#VotoDeConfianza #Martos Si Vizcarra no se hubiese empecinado... RT @JRivadeneyraR: @peru21noticias Les apuesto que a Martos le dan la confianza. A quien no querían era a Cateriano, si Vizcarra no se empecinaba con nombrarlo, luego de todas las advertencias implícitas y explícitas, nos hubiésemos ahorrado sus censura.",1293400055999877121,https://twitter.com/JRivadeneyraR/status/1293186999810105351,,,0,1,Twitter Web App,4089,3595,6,,28/01/2012,Perú-2012,¡Serás del tamaño de tus pensamientos!,,,View
11/08/2020 23:11,@1FelipeCastillo,Felipe Castillo,Con mis hermanos del @Minsa_Peru y @EsSaludPeru que están luchando por su pase de Cas a 728 y 276!! Juntos fuimos a la Presidencia del @congresoperu a exigir se ponga a debate dichos PL #CasNuncaMasEnEssalud #VotoDeConfianza @sunessessalud @SIPSSAPMINSA @FEDEMINSAP2,1293399634208067590,,pic.twitter.com/Sms0yH4Kkm,,3,6,Twitter for iPhone,1141,450,10,,17/07/2012,"Los Olivos, Lima, Peru",Congresista electo del Peru 🇵🇪 Impulsor y Promotor del Desarrollo de Lima Norte,,,View
11/08/2020 23:04,@JuanAgradecido,Peruano Agradecido,#VotoDeConfianza Gracias a Reformas Económicas Saneamiento de la Economía Reconstrucción de la Economía Milagro Económico Que logró Gobierno Fujimorista Vizcarra puede regalar Miles de millones en Bonos para enfrentar crisis por Coronavirus,1293397926807506946,,https://pbs.twimg.com/media/EfMSjiVX0AEiuDn.jpg,,1,1,Twitter for Android,191,139,1,,13/05/2017,,,,,View
11/08/2020 23:01,@diegomart245,Diego M,"Con lo sucedido con Castañeda, alguien se ha preguntado si @EsSaludPeru tiene camas UCI reservadas para personal ""sensible"" como ministros, congresistas o ex funcionarios? #VotoDeConfianza",1293397135493337090,,,,0,0,Twitter Web App,16,0,1,,3/04/2020,Lima,"Mi capacidad intelectual se define con la siguiente sentencia: ""El vizcarrismo de hoy es el fujimorismo del ayer"", Nicolas Lucar incluido.",,,View
11/08/2020 22:57,@luismidelperu,Luis Miguel Guerrero Dávila,#VotoDeConfianza 115 votos a favor para el premier Walter Martos (@WalterMartosR) vs 37 votos a favor para el expremier Pedro Cateriano (@PCaterianoB). Queda claro que el @congresoperu no quiso al ex @pcmperu. Se viene la interpelación al titular del @MineduPeru Martín Benavides.,1293396037957226496,,,,0,0,Twitter for Android,202,596,4,,1/01/2017,,"Periodista con disCAPACIDAD .Coberturas: @Pontifex_es, @CumbreAmericas y @APECPeru2016, @presidenciaperu, @congresoperu, ministerios, etc. Sigue a @Soyhemi",,,View
11/08/2020 22:55,@elgobiernoperu,Diario El Gobierno,"#VotoDeConfianza | El pleno del Congreso le otorgó el voto de confianza al Gabinete Ministerial presidido por Walter Martos Ruiz, luego de un amplio debate en torno a la política general de Gobierno.",1293395775981006848,,pic.twitter.com/qDdFWYV8wT,,1,1,Twitter Web App,345,137,4,,10/10/2018,Perú,Comprometidos con el desarrollo del país a través de la información.,http://www.diarioelgobierno.pe,,View
11/08/2020 22:53,@Jimmychinchay,Jimmy Chinchay,¡Notificado! Gabinete con #VotoDeConfianza,1293395158038392833,,https://pbs.twimg.com/media/EfMQCkcXkAAr1a9.jpg,,1,7,Twitter for Android,156295,1012,385,,1/09/2009,"Lima, Perú",Reportero de América Noticias y Canal N. Conductor de #NNoticias vía Canal N... Instagram: JimmyChinchay,,,View
11/08/2020 22:51,@Caretas,Revista Caretas,El presidente Vizcarra después de que el Congreso aprueba el #votodeconfianza,1293394570798084097,https://www.caretas.pe/politica/vizcarra-la-unidad-de-todos-los-peruanos-es-fundamental-para-salir-adelante/,,,2,5,Twitter Web App,716169,1491,1433,,5/06/2009,"Lima, Perú","Actualidad candente, investigación y humor desde 1950. https://www.facebook.com/revistacaretas",http://www.caretas.com.pe,,View
11/08/2020 22:49,@nolove1116,no love,Se otorgo el #VotoDeConfianza. La pregunta es: Martos dijo lo q va hacer o lo que quieren escuchar?,1293394079791943680,,,,0,0,Twitter Web App,141,142,0,,3/01/2019,"Lima, Perú","No hay mal que dure 100 años, ni país que lo resista. Alianza Lima 💙",,,View
