Tweet Text,Label,Clean Tweet,Lenght,Long Number,Short Number,Punctuation,WebSite
"This might happen after majority of us will get the Putin C. Scaryyyyy lol! RT @GeekyPh: The Last of Us Part II adds permadeath, cheats in new update",1,thi might happen after major will get the putin scaryyyyi lol geekyph the last part add permadeath cheat new updat,122,0,0,4.098,0
"I can only assume that if Putin has given his new vaccine to one of his daughters, but not the other and not himself... That daughter must be called ""Meg"".",1,can onli assum that putin ha given hi new vaccin one hi daughter but not the other and not himself that daughter must call meg,126,0,0,5.556,0
Vladimir Putin has a black belt in judo.,0,vladimir putin ha black belt judo,33,0,0,3.03,0
"putin c ,😭😭😭😭😭😧😧😂😂😂😂😂😂😂😂😂 RT @IamCharotism: Much better if ""Putin C"". Charot!",1,putin iamcharot much better putin charot,67,0,0,10.448,0
"Putin's plan for Russia's coronavirus vaccine is at 'high risk of backfiring,' expert says @CNBC. ⁦@DGHisham⁩ ⁦@an_hisham⁩",1,putin plan for russia coronaviru vaccin high risk backfir expert say cnbc dghisham hisham,106,0,0,9.434,0
Germans are using their hatred of Trump to justify cozying up to Putin for Russian gas and using Russia as their agent in the Middle East (so they can keep their fingers looking clean). Despite the effects on anyone. RT @BLSchmitt: Excellent read from @MKarnitschnig on political miscalculations and willful ignorance from some Berlin politicians of core national security challenges posed by #NordStream2 that have long mobilized broad majority of Transatlantic nations against project,1,german are use their hatr trump justifi cozi putin for russian ga and use russia their agent the middl east they can keep their finger look clean despit the effect anyon blschmitt excel read from mkarnitschnig polit miscalcul and will ignor from some berlin politician core nation secur challeng pose nordstream that have long mobil broad major transatlant nation against project,413,0,0,1.937,0
Putin C??? lol,1,putin lol,12,0,0,25.0,0
Putin has also claimed his own daughter has taken Sputnik V‚ which is how all human trials start.,1,putin ha also claim hi own daughter ha taken sputnik which how all human trial start,80,0,0,1.25,0
"#Russia approves the world’s first #coronavirus vaccine, despite not having conducted Phase 3 field studies in tens of thousands of people to ensure that the #vaccine is safe and effective, nor publishing any data. Putin: “It’s effective enough.”😊😊😊",1,russia approv the world first coronaviru vaccin despit not have conduct phase field studi ten thousand peopl ensur that the vaccin safe and effect nor publish ani data putin effect enough,212,0,0,3.774,0
"Considering the flagrant Election rigging coming from rump and putin, it should be pretty obvious that he didn't win the 2016 honestly. #IllegitimatePresident",1,consid the flagrant elect rig come from rump and putin should pretti obviou that didn win the honestli illegitimatepresid,136,0,1,2.941,1
"The West is creating aspersions on the Russian vaccine, by asking how can Putin say his daughter has had the vaccine when they don't even know how many daughters he has. Vladimir Putin😂",1,the west creat aspers the russian vaccin ask how can putin say hi daughter ha had the vaccin when they don even know how mani daughter ha vladimir putin,153,0,0,1.961,0
Sarah (I can see Russia from my house!) Palin tries to remain relevant by offering advice to @KamalaHarris. 🙄Trump truly missed an opportunity when he didn’t pick her as his VP-no need to use a phone to call #Putin! RT @politico: Former VP nominee Sarah Palin offered some cautionary advice to Kamala Harris: “Trust no one new” and “Don't get muzzled.”,1,sarah can see russia from hous palin tri remain relev offer advic kamalaharri trump truli miss opportun when didn pick her hi need use phone call putin politico former nomine sarah palin offer some cautionari advic kamala harri trust one new and don get muzzl,292,0,0,4.452,0
“digging a hole” respect for Putin a despot in power for 20 years who has taken away many peoples freedom who voice any opposition.a former spy who is suspected in allowing spies to come into other countries to assassinate former Russians. like you meddles in politics RT @DavidChalmers1: @jjudgeusnot where did I say that i supported Russian values. I have a lot of respect for Putin a strong leader for the country whereas we have a gype in charge at Westminster.,1,dig hole respect for putin despot power for year who ha taken away mani peopl freedom who voic ani opposit former spi who suspect allow spi come into other countri assassin former russian like you meddl polit davidchalm jjudgeusnot where did say that support russian valu have lot respect for putin strong leader for the countri wherea have gype charg westminst,385,0,0,1.818,1
New story on NPR: Skepticism Greets Putin's Announcement Of Russian Coronavirus Vaccine,1,new stori npr skeptic greet putin announc russian coronaviru vaccin,76,0,0,2.632,0
Which proves the notion. Putin & Russia are just players playing their part in the world lies. NOT just CV19 but EVERYTHING. RT @Underground_RT: BREAKING: The world’s first Coronavirus vaccine has been approved by the government of Russia🇷🇺,1,which prove the notion putin russia are just player play their part the world lie not just but everyth underground break the world first coronaviru vaccin ha been approv the govern russia,203,0,0,3.941,0
"Russia approves ‘world’s first’ Covid-19 vaccine, Putin says  via @scmpnews",1,russia approv world first covid vaccin putin say via scmpnew,65,0,0,4.615,0
JuSt Putin the Vaccine U r CarOnA Free 😀 @Russia @SyedAbidShah @kansalrohit69 @KangriCarrier @Shehla_Rashid @UmarKhalidJNU @rifatabdullahh @TimesNow @,1,just putin the vaccin carona free russia syedabidshah kansalrohit kangricarri shehla rashid umarkhalidjnu rifatabdullahh timesnow,133,0,0,7.519,0
"The first #COVID19 vaccine has been registered in Russia. Safety debates are continuing. Read more:  ""Sputnik V"" vaccine's official website:  #Coronavirus #Vaccine #ClinicalTrials #NoyMed #Biometrics #CRO",1,the first covid vaccin ha been regist russia safeti debat are continu read more sputnik vaccin offici websit coronaviru vaccin clinicaltri noym biometr cro,177,0,0,7.91,0
#vaccine's #Race: #Risky when #politicians drive the #scene! Very! Ever seen #peer #reviewed article about #mRNA #vaccines? #Risky if #national #IH drives #unproven #genetic #vaccines. @ArthurCaplan @nyuniversity #violation of basic #vaccinology #Moderna,1,vaccin race riski when politician drive the scene veri ever seen peer review articl about mrna vaccin riski nation drive unproven genet vaccin arthurcaplan nyunivers violat basic vaccinolog moderna,223,0,0,11.659,0
"Based on what we know so far, the Russians are proceeding based on nothing. I don't think our scientists will ever get their hands on it because...it probably doesn't exist. It's a Putin propaganda op. He's veering more and more into North Korea/Soviet Union playbooks. RT @Albert_T_Bear: @Mikeggibbs If it's thoroughly vetted by Western testing, I'm take it no problem. I don't like Putin and I don't think he's been good for Russia or the world but if they got it first, they got it first. However I don't think it'll pass testing tbh",1,base what know far the russian are proceed base noth don think our scientist will ever get their hand becaus probabl doesn exist putin propaganda veer more and more into north korea soviet union playbook albert bear mikeggibb thoroughli vet western test take problem don like putin and don think been good for russia the world but they got first they got first howev don think pass test tbh,443,0,0,6.546,0
Putin's Daughter 'Immunised' as Russia Claims to Have Developed the World’s First Coronavirus Vaccine,1,putin daughter immunis russia claim have develop the world first coronaviru vaccin,88,0,0,3.409,0
Russia Claims To Have Registered World's First COVID-19 Vaccine:  #slashdot New submitter Hmmmmmm shares a report from CNBC: Russian President Vladimir Putin announced the registration of what Russia claims to be the first vaccine for the coronavirus in t…,1,russia claim have regist world first covid vaccin slashdot new submitt hmmmmmm share report from cnbc russian presid vladimir putin announc the registr what russia claim the first vaccin for the coronaviru,217,0,0,2.304,0
"realDonaldTrump: John Bolton, one of the dumbest people I’ve met in government and sadly, I’ve met plenty, states often that I respected, and even trusted, Vladimir Putin of Russia more than those in our Intelligence Agencies. While of course that is not… RT @realDonaldTrump: John Bolton, one of the dumbest people I’ve met in government and sadly, I’ve met plenty, states often that I respected, and even trusted, Vladimir Putin of Russia more than those in our Intelligence Agencies. While of course that is not true, if the first people you met from....",1,realdonaldtrump john bolton one the dumbest peopl met govern and sadli met plenti state often that respect and even trust vladimir putin russia more than those our intellig agenc while cours that not realdonaldtrump john bolton one the dumbest peopl met govern and sadli met plenti state often that respect and even trust vladimir putin russia more than those our intellig agenc while cours that not true the first peopl you met from,465,0,0,4.301,0
There is no way I am Putin that injection... Still unbelievable. Is it true?? #RussianVaccine #Russia #CoronavirusVaccine,1,there way putin that inject still unbeliev true russianvaccin russia coronavirusvaccin,105,0,0,8.571,0
Supperb Going LInk BIO #Forex #dubai #trades #TradingView #GBPJPY #xauusd #Australia #kuwait #putin #DonaldTrump #DE13 #DAX30 #stocks #Gold #livesignals #DAX #fx #trading #markets #eurusd #technicals #Francia #tuesdayvibes #cryptocurrencies #Crypto #London #USA #Charts #UK  RT @Lania49767619: #INTRADAY BUY #GOLD (SPOT) ABOVE 1880 : T.G.T- 1887-1897 : SL – 1871 For High quality signals 💥💥💥 Link- Bi0 #Forex #dubai #trades #TradingView #GBPJPY #xauusd #Australia #kuwait #putin #DonaldTrump #DE13 #stocks #Gold #livesignals #fx #trading #markets #eurusd #technicals,1,supperb go link bio forex dubai trade tradingview gbpjpi xauusd australia kuwait putin donaldtrump dax stock gold livesign dax trade market eurusd technic francia tuesdayvib cryptocurr crypto london usa chart lania intraday buy gold spot abov for high qualiti signal link forex dubai trade tradingview gbpjpi xauusd australia kuwait putin donaldtrump stock gold livesign trade market eurusd technic,492,1,5,12.398,0
"What?! I hear Putin already bought his ticket for the flight? Trump reimbursed him.. He owes Putin big time! #Kompromat Wait til his loans from Russia show up on his tax returns. Why would he fight so hard to keep them from the public & Congress. He's toast. #FollowTheMoney  RT @RNicholasBurns: If you needed concrete evidence of America’s fall from grace under Trump, here it is. He can’t even convince our closest allies to attend a G-7 Summit in the U.S. during a global crisis. Because they don’t trust him and don’t see him as a leader worth following.",1,what hear putin alreadi bought hi ticket for the flight trump reimburs him owe putin big time kompromat wait til hi loan from russia show hi tax return whi would fight hard keep them from the public congress toast followthemoney rnicholasburn you need concret evid america fall from grace under trump here can even convinc our closest alli attend summit the dure global crisi becaus they don trust him and don see him leader worth follow,459,0,0,4.793,0
"Vladimir Putin is lowkey hot as fuck, his genocidal tendencies aside.",0,vladimir putin lowkey hot fuck hi genocid tendenc asid,59,0,0,3.39,0
#RussianVaccine #Covid_19 #Russia Has Developed First Covid Vaccine Confirmed By Putin. Modiji to Ramdev baba :,1,russianvaccin covid russia ha develop first covid vaccin confirm putin modiji ramdev baba,96,0,0,6.25,0
"Very interesting. I’ve actually never seen such an obvious setup question with a US president. (Definitely happens with Putin and other undercover dictators, but not much here.) Wonder how often this happens",1,veri interest actual never seen such obviou setup question with presid definit happen with putin and other undercov dictat but not much here wonder how often thi happen,176,0,0,3.409,0
Russia Becomes First Country To Approve Covid-19 Vaccine President Vladimir Putin announced on Tuesday 10th August 2020 that Russia has developed the first Covid-19 vaccine offering sustainable immunity against the virus. #SokoNews #RussianVaccine,1,russia becom first countri approv covid vaccin presid vladimir putin announc tuesday august that russia ha develop the first covid vaccin offer sustain immun against the viru sokonew russianvaccin,215,0,1,2.326,1
"Putin is President not PM. Russian PM is Mikhail Mishustin.  RT @tech2eets: #BREAKING: Russian PM Putin has announced that the country has registered the first #COVID19vaccine, after human trials in 38 participants.A 'free' vaccine drive, at the state's expense is expected to begin in October.",1,putin presid not russian mikhail mishustin tech eet break russian putin ha announc that the countri ha regist the first covid vaccin after human trial particip free vaccin drive the state expens expect begin octob,249,0,0,5.622,0
"Russia registers world's first coronavirus vaccine, President Putin's daughter vaccinated",1,russia regist world first coronaviru vaccin presid putin daughter vaccin,80,0,0,3.75,0
#NavyCapital : Vladimir Putin says his daughter has received Russia’s first approved COVID-19 vaccine,1,navycapit vladimir putin say hi daughter ha receiv russia first approv covid vaccin,88,0,0,3.409,0
President Putin has announced that Russia has made the vaccine for Covid19.Though there's doubt whether the vaccine has gone through all the trial stages and other necessary procedures. As Russia seems to be in a hurry to launch the vaccine and that's evident. #RussiaVaccine,1,presid putin ha announc that russia ha made the vaccin for covid though there doubt whether the vaccin ha gone through all the trial stage and other necessari procedur russia seem hurri launch the vaccin and that evid russiavaccin,232,0,0,2.586,0
"Russian President Putin says Russia has developed first #CovidVaccine. Meantime, Narendra Modi is trying to link Russia se purana naata hai .",1,russian presid putin say russia ha develop first covidvaccin meantim narendra modi tri link russia purana naata hai,120,0,0,3.333,0
Turns out Russia's much touted #CoronaVaccine just consists of showing people a picture of shirtless #Putin riding a white stallion and asking them to think patriotic thoughts. Side effects include nausea.,1,turn out russia much tout coronavaccin just consist show peopl pictur shirtless putin ride white stallion and ask them think patriot thought side effect includ nausea,175,0,0,2.857,0
"We ALL heard him. He said he asked Putin, and he accepted Putin's answer. That's it; case closed. So sit down and shut up. RT @tlrd: Trump Explodes at U.S. Intelligence ‘Sleazebags,’ Denies He Had Greater Trust in Putin Than CIA, FBI",1,all heard him said ask putin and accept putin answer that case close sit down and shut tlrd trump explod intellig sleazebag deni had greater trust putin than cia fbi,192,0,0,7.292,0
Indian all of a sudden praising Putin & saying India love #Russia before #USA came out after the Covid19 vaccine news. To control Indian all you need is BONE 🦴 🍖 &amp; they will lick your boot like this.,1,indian all sudden prais putin say india love russia befor usa came out after the covid vaccin news control indian all you need bone amp they will lick your boot like thi,165,0,0,4.242,0
"Filo's be wanting to rename the vaccine into ""Putin C"" lmao.",1,filo want renam the vaccin into putin lmao,50,0,0,8.0,0
The wait for the vaccine of #Coronavirus has finally come to an end. Vladimir Putin' daughter is the first person to get the vaccination.  #CoronavirusVaccine #CoronaVaccine #Fightforcorona #CoronaVirusUpdates #Putin #PutinVaccine,1,the wait for the vaccin coronaviru ha final come end vladimir putin daughter the first person get the vaccin coronavirusvaccin coronavaccin fightforcorona coronavirusupd putin putinvaccin,200,0,0,5.0,1
"Vladimir Putin is a shitty politician, and this brief story tells of his recent adventures. He lied to congress a bit, then he cried over a bill, then he went home to play golf, check twitter, and sob alone on the toilet.",0,vladimir putin shitti politician and thi brief stori tell hi recent adventur lie congress bit then cri over bill then went home play golf check twitter and sob alon the toilet,180,0,0,3.889,0
Lol must live his daughter any doting father would have taken it first 🤨 Concerns raised over Putin's Covid-19 vaccine claim  Sent via @updayUK,1,lol must live hi daughter ani dote father would have taken first concern rais over putin covid vaccin claim sent via updayuk,119,0,0,2.521,0
One major reason I have always been opposed to #mandates. What is a Trump decided to mandate that we all get this Russian vaccine so that he could use Tax dollars to pay off his debt to Putin ? And what if it’s contaminated with toxic waste or the wrong virus? #whatcouldgowrong RT @nycjim: *Putin declares that Russia has an approved #coronavirus vaccine. *He says one of his daughters has already received the treatement. *“She’s feeling well and has high number of antibodies.” *Experts are skeptical.,0,one major reason have alway been oppos mandat what trump decid mandat that all get thi russian vaccin that could use tax dollar pay off hi debt putin and what contamin with toxic wast the wrong viru whatcouldgowrong nycjim putin declar that russia ha approv coronaviru vaccin say one hi daughter ha alreadi receiv the treatement she feel well and ha high number antibodi expert are skeptic,419,0,0,3.819,0
"Putin’s plan for Russia’s coronavirus vaccine is at ‘high risk of backfiring,’ expert says – CNBC",1,putin plan for russia coronaviru vaccin high risk backfir expert say cnbc,82,0,0,1.22,0
Putin pushes for more integration with Belarus after election unrest | Article [AMP] | Reuters,1,putin push for more integr with belaru after elect unrest articl amp reuter,80,0,0,5.0,0
"Russia registers world's first coronavirus vaccine, President Putin's daughter vaccinated  via @DNA Web Team",1,russia regist world first coronaviru vaccin presid putin daughter vaccin via dna web team,94,0,0,4.255,0
President Vladimir Putin claimed #Russia has developed the world's first #coronavirus vaccine.,1,presid vladimir putin claim russia ha develop the world first coronaviru vaccin,83,0,0,4.819,0
"Russia stands the top in making of an effective vaccine against COVID 19 by completing two phases of it.Vladimir Putin's daughter volunteeringly had shot of it which went successful,that's how the great leader's n nation have done it. #sputnikvaccine",1,russia stand the top make effect vaccin against covid complet two phase vladimir putin daughter volunteeringli had shot which went success that how the great leader nation have done sputnikvaccin,212,0,0,3.302,1
Russia Becomes First Country To Approve Covid-19 Vaccine: Putin  #Putin #COVID19Vic,1,russia becom first countri approv covid vaccin putin putin covid vic,72,0,0,5.556,1
but she wouldn’t be caught dead in a photo with putin!!! netanyahu can occupy palestine bc it doesn’t harm me politically 🥰,0,but she wouldn caught dead photo with putin netanyahu can occupi palestin doesn harm polit,102,0,0,2.941,0
"WHO poured cold water on the #covid19 vaccine discovered by #putin despite a claim that his daughter has used it. Back to basics. God, the world awaits a miracle. #luchiadvocate",0,who pour cold water the covid vaccin discov putin despit claim that hi daughter ha use back basic god the world await miracl luchiadvoc,148,0,0,4.73,0
"Ultimate showman. #Putin #COVID19vaccine RT @sreeramchaulia: #SputnikV- Whether or not #Russia's new #CoronavirusVaccine will succeed is not so relevant. As far as political symbolism and oneupmanship goes, nobody can match #Putin. He just wanted to score a patriotic point that Russia can be the first in a global race. Ultimate showman!",1,ultim showman putin covid vaccin sreeramchaulia sputnikv whether not russia new coronavirusvaccin will succeed not relev far polit symbol and oneupmanship goe nobodi can match putin just want score patriot point that russia can the first global race ultim showman,288,0,0,5.556,0
"Putin's new Spuntnik vaccine works fine, see... @KremlinRussia_E @mfa_russia @RSGovUK",1,putin new spuntnik vaccin work fine see kremlinrussia mfa russia rsgovuk,76,0,0,13.158,0
But Putin!! Foreign intervention! 🤦‍♂️ Everything is shit. RT @proustmalone: Sociopath shit.,0,but putin foreign intervent everyth shit proustmalon sociopath shit,81,0,0,8.642,0
I think I know why Putin is putting out a probably dangerous vaccine . Someone@explained to him about the Earth being over@populated soon . So I guess they just kill off@a@couple@of@billions if@is . Fawkers,0,think know whi putin put out probabl danger vaccin someon explain him about the earth be over popul soon guess they just kill off coupl billion fawker,173,0,0,5.78,0
Can’t stop thinking about wide putin,0,can stop think about wide putin,31,0,0,0.0,0
"Russia on Tuesday became the first country to officially register a coronavirus vaccine and declare it ready for use, despite international scepticism. President Vladimir Putin said that one of his daughters has already been inoculated.",1,russia tuesday becam the first countri offici regist coronaviru vaccin and declar readi for use despit intern sceptic presid vladimir putin said that one hi daughter ha alreadi been inocul,202,0,0,1.485,0
Don't believe immediately what Putin C has said. His claim would have have been more plausible if he'd mentioned his name to have taken the vaccine shot and not his daughter's.,1,don believ immedi what putin ha said hi claim would have have been more plausibl mention hi name have taken the vaccin shot and not hi daughter,146,0,0,3.425,0
President Vladimir #Putin said that #Russia had become the first country in the world to grant regulatory approval to a #COVID-19 vaccine after less than two months of human testing. #RussianVaccine,1,presid vladimir putin said that russia had becom the first countri the world grant regulatori approv covid vaccin after less than two month human test russianvaccin,168,0,0,3.571,1
"FIRST: Russia registers COVID vaccine, President Vladimir Putin daughter given a shot #coronavirusvaccine #coronavirus #covid-19 #vladimirputin",1,first russia regist covid vaccin presid vladimir putin daughter given shot coronavirusvaccin coronaviru covid vladimirputin,128,0,0,5.469,0
I just can't help but say how rotten the people in the Russian government are. The fact is that almost all social networks pretend to have people supporting Putin and do it with bots.,1,just can help but say how rotten the peopl the russian govern are the fact that almost all social network pretend have peopl support putin and with bot,150,0,0,2.0,0
Russia announces world's first Covid-19 vaccine Whole world to Vladimir Putin:,1,russia announc world first covid vaccin whole world vladimir putin,68,0,0,4.412,0
Top contenders to invigorate #RampMan’s reelection erection replacing conversion therapy /Covid-master-Pence: Nimrata Haley The King Conjoined Gaetz–Gym Jordan w Nestor appendage. A Desktop Hannity Hologram Whoever Manafort says Whoever Semion Mogilevich tells Putin to tell him,1,top contend invigor rampman reelect erect replac convers therapi covid master penc nimrata haley the king conjoin gaetz gym jordan nestor appendag desktop hanniti hologram whoever manafort say whoever semion mogilevich tell putin tell him,243,0,0,2.469,0
Russia has made the first vaccine for COVID-19 . President putin says. 🇵🇰🥳🇷🇺,1,russia ha made the first vaccin for covid presid putin say,64,0,0,4.688,0
"Mr. Leonid Feodor, I heard about you!! Thank you very much and sorry for being late to contact you. I was almost fallen into the snare by Vladimir Putin and Hisako Iinuma, but I escaped from it owing to your holding Russian Art Week and I want to participate in it next year!!",0,leonid feodor heard about you thank you veri much and sorri for be late contact you wa almost fallen into the snare vladimir putin and hisako iinuma but escap from owe your hold russian art week and want particip next year,224,0,0,3.571,0
Who's vaccine would you trust more Donald Trump's covid-19 vaccine or Vladimir Putin's covid-19 vaccine?,1,who vaccin would you trust more donald trump covid vaccin vladimir putin covid vaccin,90,0,0,6.667,0
And the GOP has been taken over by a dictator tied to Putin and a most of the GOP also controlled by Russia... this is treason America....!!! RT @GOP: “The Democrats are being taken over by the radical left.” -@realDonaldTrump,1,and the gop ha been taken over dictat tie putin and most the gop also control russia thi treason america gop the democrat are be taken over the radic left realdonaldtrump,187,0,0,8.021,0
"And he'll pay thousand a shot to Putin from tax money and only ask for 10 buck kickback from putin for Jared and Ivanka health co's to do disitribtion at another thousand a shot... from tax money ... who cares if it works... they're all getting paid... RT @AlexandraChalup: Trump will promote Putin’s vaccine and encourage Americans to poison themselves...again. Putin cheats, lies, steals, and wages WWIII hybrid warfare against the U.S. and our allies, yet the world community is supposed to trust him to address a pandemic? Hard pass.",0,and pay thousand shot putin from tax money and onli ask for buck kickback from putin for jare and ivanka health disitribt anoth thousand shot from tax money who care work they all get paid alexandrachalup trump will promot putin vaccin and encourag american poison themselv again putin cheat lie steal and wage wwiii hybrid warfar against the and our alli yet the world commun suppos trust him address pandem hard pass,448,0,0,6.473,1
The commander and chief has done nothing to stop Putin for bounty's that were put on American soldiers head and same with the virus from spreading. trump has also given ventilators to Russia what a traitor. People will open their eyes it'll be to late.,0,the command and chief ha done noth stop putin for bounti that were put american soldier head and same with the viru from spread trump ha also given ventil russia what traitor peopl will open their eye late,208,0,0,2.404,1
Suicie in jail ❓ I don't think so Killer in the WH William Barr PRISM Octopus Lockerbie Bombing Gaddafi stay in Trump's property 9.11 attack Adnan Khashoggi Saudi Arabia Putin Rossia-American Jeffrey Epstain Florida pedophilia All one loops,0,suici jail don think killer the william barr prism octopu lockerbi bomb gaddafi stay trump properti attack adnan khashoggi saudi arabia putin rossia american jeffrey epstain florida pedophilia all one loop,203,0,0,1.97,0
Russia is going to register world’s first @covid19 vaccine named #SputnikV today. Putin said that one of his daughters is vaccinated for testing purpose. But It is not clear whether day have complied with all the guidelines as per report.,1,russia go regist world first covid vaccin name sputnikv today putin said that one hi daughter vaccin for test purpos but not clear whether day have compli with all the guidelin per report,199,0,0,2.513,1
I wonder why Putin and them hate on @SenKamalaHarris so hard? @douglasemhoff watch her back!,0,wonder whi putin and them hate senkamalaharri hard douglasemhoff watch her back,78,0,0,5.128,0
I am VERY into the drama of an autocratic oligarch forcing their child to take a vaccine that has barely undergone human testing to--what--own The West?? *chef's kiss* Garbage.,1,veri into the drama autocrat oligarch forc their child take vaccin that ha bare undergon human test what own the west chef kiss garbag,148,0,0,6.757,0
"LONG LIVE PUTIN, BLYAT @tnarayanp RT @squidwardfess: Sqw! Matahari kembali bersinar ...",1,long live putin blyat tnarayanp squidwardfess sqw matahari kembali bersinar,76,0,0,10.526,0
"Hello, FBI? The Chump is a Traitor. His administration is a giant money-laundering machine. They've killed over 160,000 Americans at home and abroad, colluding w/Putin. You've had this info. DO SOMETHING DAMN YOU. RT @kelly2277: 🔥I’d like to report @SenateGOP to the @FBI for working with Russia and Ukraine to f*ck with our elections. You can find all info and evidence on my timeline. DM me for my bank routing info. I look forward to the $10M reward. 🔥",0,hello fbi the chump traitor hi administr giant money launder machin they kill over american home and abroad collud putin you had thi info someth damn you kelli like report senategop the fbi for work with russia and ukrain with our elect you can find all info and evid timelin for bank rout info look forward the reward,377,0,1,6.101,0
"No, Matt. Floridians know you are not supporting our military over Russian bounties. The GOP fealty to Putin and trump will be their downfall. #GaetzGerrymanderedDistrict #GOPCorruptionOverCountry RT @RepMattGaetz: Russia is a declining power. China is the true threat.",1,matt floridian know you are not support our militari over russian bounti the gop fealti putin and trump will their downfal gaetzgerrymandereddistrict gopcorruptionovercountri repmattgaetz russia declin power china the true threat,232,0,0,4.31,0
"Russian strong man #Putin and his Chinese counterpart Ping Pong Xi have announced they got #COVID19 vaccines. In order to expedite the trial process, dissidents, citizens of Hong Kong and #Uighurs will be vaccinated first whether they want to be or not.",1,russian strong man putin and hi chines counterpart ping pong have announc they got covid vaccin order expedit the trial process dissid citizen hong kong and uighur will vaccin first whether they want not,212,0,0,3.302,0
"aaaaaa, I'm crying. Filos suggesting Russia's ""Sputnik V"" be renamed as ""Putin C"" th was that😭😭😭😭",0,aaaaaa cri filo suggest russia sputnik renam putin wa that,82,0,0,9.756,0
Let's be honest. If Putin was African he would have been labeled as an dictator.,1,let honest putin wa african would have been label dictat,66,0,0,4.545,0
"Trump comment soon: ""I have no reason to believe it isn't effective."" Why would Putin lie? RT @DemocracyInn: BREAKING: Fauci: ""I seriously doubt"" Russia's coronavirus vaccine is safe and effective",1,trump comment soon have reason believ isn effect whi would putin lie democracyinn break fauci serious doubt russia coronaviru vaccin safe and effect,167,0,0,7.784,1
That's not the point. It's a propaganda coup. That's why you call it Sputnik. And Trump will probably pay eleventy billion dollars for the Russia vaccine for the China Virus. See how smart it was to stay bff with Putin? RT @B52Malmet: Exactly who does Putin think will take his Sputnik V covid vaccine which hasn’t been in a third stage clinical trial?,1,that not the point propaganda coup that whi you call sputnik and trump will probabl pay eleventi billion dollar for the russia vaccin for the china viru see how smart wa stay bff with putin malmet exactli who doe putin think will take hi sputnik covid vaccin which hasn been third stage clinic trial,290,0,0,3.793,0
Why you should be skeptical of Russia's coronavirus vaccine claims,0,whi you should skeptic russia coronaviru vaccin claim,57,0,0,1.754,0
good friend bill gates and putin send bhagdip first batch of rusia vaccine ! i make first trial in sauna with brother !,1,good friend bill gate and putin send bhagdip first batch rusia vaccin make first trial sauna with brother,97,0,0,2.062,0
"AND MR. JOHNSON IS HAPPY AS A PIG IN SHIT THAT THE STIMULUS BILL IS BEING TIED UP . MAYBE HE SHOULD GO BACK TO HIS MASTERS HOME , PUTIN'S THAT IS . HE MR. JOHNSON YOU LIKE PUTIN SO MUCH AS DO THE OTHERS PLEASE GET IN LINE AND TAKE THE FIRST VACCINE SHOTS FROM MR. PUTIN . RT @RalphBr97911949: #NotMyPresident",1,and johnson happi pig shit that the stimulu bill be tie mayb should back hi master home putin that johnson you like putin much the other pleas get line and take the first vaccin shot from putin ralphbr notmypresid,247,1,1,4.453,0
"Lol @realDonaldTrump has no brain, no heart, no empathy, no compassion, no soul. Oh yeah..and he's ON HIS WAY OUT! lol Jail won't be so lonely. Putin Posters are said to already on their way for your jail cell. But sorry..No 2 hours styling/make up. Just your old grump face!  RT @maggieNYT: ""I was a little surprised at the pick,"" says the president, whose campaign is also still searching for a frame for Harris, who was always one of the likeliest choices.",1,lol realdonaldtrump ha brain heart empathi compass soul yeah and hi way out lol jail won lone putin poster are said alreadi their way for your jail cell but sorri hour style make just your old grump face maggienyt wa littl surpris the pick say the presid whose campaign also still search for frame for harri who wa alway one the likeliest choic,377,0,0,6.897,1
"Vladmir Putin and his family are periwinkle, lilacs are slateblue, dnomaid is gay and so on.",1,vladmir putin and hi famili are periwinkl lilac are slateblu dnomaid gay and,77,0,0,3.896,0
"Putin C,,, Sputnik V well wow.,,, that's a good sign because it was probably named after the satellite sputnik 1. and we're going to Mars, right?! well, filipinos, padayon.",1,putin sputnik well wow that good sign becaus wa probabl name after the satellit sputnik and go mar right well filipino padayon,144,0,0,11.111,0
"Cde Vladimir Putin is leadership personified. He administered the ""trial vaccine"" on his own daughter to check its efficacy 👏🏾👏🏾👏🏾",1,cde vladimir putin leadership personifi administ the trial vaccin hi own daughter check it efficaci,111,0,0,2.703,0
What’s with Russian Vaccine and news of Putin’s daughter volunteering? Are the people dumb enough to believe that she will be the first volunteer? This assuming They actually have a vaccine,0,what with russian vaccin and news putin daughter volunt are the peopl dumb enough believ that she will the first volunt thi assum they actual have vaccin,159,0,0,1.258,0
Russia develops first vaccine to fight COVID19: Putin,1,russia develop first vaccin fight covid putin,46,0,0,2.174,0
"aaliyah: (sends picture of Vladimir Putin) iz this the hannibal actor me, stupid: yes",0,aaliyah send pictur vladimir putin thi the hannib actor stupid ye,72,0,0,6.944,0
